[DEBUG AUTHORIZE] User: ef1acd3b-5f5d-46eb-b0a0-31259c488c83 | Requesting: users.manage | Has: academic.create,users.delete,gaji.create,pembayaran.export,rapor.create,academic.update,rapor.update,pengeluaran.read,jadwal.create,absensi.read,rapor.validate,nilai.create,kenaikan.read,kelulusan.create,nilai.update,gaji.read,pengeluaran.create,system.read,nilai.delete,spp.create,kelulusan.validate,system.backup,users.update,absensi.create,jadwal.delete,kelulusan.read,beasiswa.manage,nilai.read,pengeluaran.update,jadwal.read,users.activate,gaji.approve,jadwal.update,pembayaran.create,pengeluaran.delete,catatan.read,gaji.manage,kenaikan.create,academic.read,users.change_password,spp.read,reports.read,notifikasi.read,pembayaran.read,absensi.update,system.manage,users.read,reports.export,pengumuman.read,rapor.read,users.create,users.manage,catatan.create,academic.delete,spp.manage,beasiswa.read,pengeluaran.approve,rapor.publish
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: jadwal.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: jadwal.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: pembayaran.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: gaji.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: pembayaran.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: gaji.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: jadwal.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: jadwal.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: pembayaran.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: gaji.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: pembayaran.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: gaji.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: jadwal.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: jadwal.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: beasiswa.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
[DEBUG AUTHORIZE] User: fca9d596-9e8c-4751-b8d6-d943ee8799b6 | Requesting: pembayaran.read | Has: academic.create,nilai.read,guru.read,academic.update,pengeluaran.update,jadwal.read,pengeluaran.read,jadwal.update,jadwal.create,absensi.read,pengeluaran.delete,kurikulum.update,kurikulum.create,semester.read,kenaikan.create,kenaikan.read,academic.read,users.change_password,spp.read,reports.read,tahun_ajaran.read,notifikasi.read,pembayaran.read,pengeluaran.create,jadwal_pelajaran.read,pengumuman.read,rapor.read,kelulusan.validate,kurikulum.delete,kurikulum.read,jadwal.delete,pengeluaran.approve,kelulusan.read
